scope_type,scope_code,year,property_type,sales,q1_eur_m2,median_eur_m2,q3_eur_m2,reason
commune,35290,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35290,2022,Maison,1,,,,support insuffisant : 1 < 15
commune,35290,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35290,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35290,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35291,2015,Maison,1,,,,support insuffisant : 1 < 15
commune,35291,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35291,2018,Maison,3,,,,support insuffisant : 3 < 15
commune,35291,2019,Maison,2,,,,support insuffisant : 2 < 15
commune,35291,2021,Maison,1,,,,support insuffisant : 1 < 15
commune,35291,2022,Maison,1,,,,support insuffisant : 1 < 15
commune,35291,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35292,2015,Maison,9,,,,support insuffisant : 9 < 15
commune,35292,2016,Maison,11,,,,support insuffisant : 11 < 15
commune,35292,2017,Maison,4,,,,support insuffisant : 4 < 15
commune,35292,2018,Maison,10,,,,support insuffisant : 10 < 15
commune,35292,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35292,2020,Maison,12,,,,support insuffisant : 12 < 15
commune,35292,2021,Maison,12,,,,support insuffisant : 12 < 15
commune,35292,2022,Maison,12,,,,support insuffisant : 12 < 15
commune,35292,2023,Maison,9,,,,support insuffisant : 9 < 15
commune,35292,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35292,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35294,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35294,2015,Maison,14,,,,support insuffisant : 14 < 15
commune,35294,2016,Maison,12,,,,support insuffisant : 12 < 15
commune,35294,2017,Maison,18,1118.0,1295.0,1469.0,
commune,35294,2018,Maison,11,,,,support insuffisant : 11 < 15
commune,35294,2019,Maison,17,1142.0,1446.0,1613.0,
commune,35294,2020,Maison,9,,,,support insuffisant : 9 < 15
commune,35294,2021,Maison,15,1160.0,1462.0,1736.0,
commune,35294,2022,Maison,8,,,,support insuffisant : 8 < 15
commune,35294,2023,Maison,6,,,,support insuffisant : 6 < 15
commune,35294,2024,Maison,6,,,,support insuffisant : 6 < 15
commune,35294,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35295,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35295,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35295,2016,Maison,7,,,,support insuffisant : 7 < 15
commune,35295,2017,Maison,2,,,,support insuffisant : 2 < 15
commune,35295,2018,Maison,3,,,,support insuffisant : 3 < 15
commune,35295,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35295,2019,Maison,1,,,,support insuffisant : 1 < 15
commune,35295,2020,Maison,2,,,,support insuffisant : 2 < 15
commune,35295,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35295,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35295,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35295,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35295,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35296,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35296,2015,Maison,6,,,,support insuffisant : 6 < 15
commune,35296,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35296,2017,Maison,8,,,,support insuffisant : 8 < 15
commune,35296,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35296,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35296,2020,Maison,12,,,,support insuffisant : 12 < 15
commune,35296,2021,Maison,11,,,,support insuffisant : 11 < 15
commune,35296,2022,Maison,9,,,,support insuffisant : 9 < 15
commune,35296,2023,Maison,7,,,,support insuffisant : 7 < 15
commune,35296,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35296,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35297,2014,Appartement,3,,,,support insuffisant : 3 < 15
commune,35297,2014,Maison,23,1245.0,1517.0,1679.0,
commune,35297,2015,Appartement,3,,,,support insuffisant : 3 < 15
commune,35297,2015,Maison,23,1000.0,1228.0,1349.0,
commune,35297,2016,Maison,26,1207.0,1408.0,1586.0,
commune,35297,2017,Maison,28,1129.0,1289.0,1600.0,
commune,35297,2018,Appartement,3,,,,support insuffisant : 3 < 15
commune,35297,2018,Maison,28,1155.0,1380.0,1526.0,
commune,35297,2019,Appartement,2,,,,support insuffisant : 2 < 15
commune,35297,2019,Maison,27,1200.0,1391.0,1503.0,
commune,35297,2020,Maison,33,920.0,1406.0,1681.0,
commune,35297,2021,Appartement,2,,,,support insuffisant : 2 < 15
commune,35297,2021,Maison,40,1160.0,1589.0,1883.0,
commune,35297,2022,Maison,20,1510.0,1849.0,2416.0,
commune,35297,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35297,2023,Maison,16,983.0,1649.0,1979.0,
commune,35297,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35297,2024,Maison,21,1311.0,1678.0,2042.0,
commune,35297,2025,Appartement,4,,,,support insuffisant : 4 < 15
commune,35297,2025,Maison,24,1138.0,1829.0,2152.0,
commune,35299,2014,Appartement,1,,,,support insuffisant : 1 < 15
commune,35299,2014,Maison,13,,,,support insuffisant : 13 < 15
commune,35299,2015,Appartement,3,,,,support insuffisant : 3 < 15
commune,35299,2015,Maison,27,1675.0,1984.0,2187.0,
commune,35299,2016,Appartement,1,,,,support insuffisant : 1 < 15
commune,35299,2016,Maison,26,1788.0,1947.0,2264.0,
commune,35299,2017,Appartement,5,,,,support insuffisant : 5 < 15
commune,35299,2017,Maison,32,1827.0,2009.0,2333.0,
commune,35299,2018,Appartement,1,,,,support insuffisant : 1 < 15
commune,35299,2018,Maison,40,1946.0,2249.0,2496.0,
commune,35299,2019,Appartement,4,,,,support insuffisant : 4 < 15
commune,35299,2019,Maison,26,1977.0,2137.0,2507.0,
commune,35299,2020,Appartement,5,,,,support insuffisant : 5 < 15
commune,35299,2020,Maison,29,2212.0,2400.0,2625.0,
commune,35299,2021,Appartement,3,,,,support insuffisant : 3 < 15
commune,35299,2021,Maison,20,2051.0,2698.0,2950.0,
commune,35299,2022,Appartement,5,,,,support insuffisant : 5 < 15
commune,35299,2022,Maison,22,2765.0,3139.0,3435.0,
commune,35299,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35299,2023,Maison,15,2564.0,3118.0,3381.0,
commune,35299,2024,Maison,14,,,,support insuffisant : 14 < 15
commune,35299,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35299,2025,Maison,20,2684.0,3124.0,3367.0,
commune,35300,2014,Maison,6,,,,support insuffisant : 6 < 15
commune,35300,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35300,2017,Maison,3,,,,support insuffisant : 3 < 15
commune,35300,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35300,2019,Maison,9,,,,support insuffisant : 9 < 15
commune,35300,2020,Maison,8,,,,support insuffisant : 8 < 15
commune,35300,2021,Maison,12,,,,support insuffisant : 12 < 15
commune,35300,2022,Maison,6,,,,support insuffisant : 6 < 15
commune,35300,2023,Maison,6,,,,support insuffisant : 6 < 15
commune,35300,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35300,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35302,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35302,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35302,2016,Maison,5,,,,support insuffisant : 5 < 15
commune,35302,2017,Maison,5,,,,support insuffisant : 5 < 15
commune,35302,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35302,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35302,2020,Maison,12,,,,support insuffisant : 12 < 15
commune,35302,2021,Maison,9,,,,support insuffisant : 9 < 15
commune,35302,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35302,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35302,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35302,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35304,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35304,2015,Maison,8,,,,support insuffisant : 8 < 15
commune,35304,2016,Maison,6,,,,support insuffisant : 6 < 15
commune,35304,2017,Maison,11,,,,support insuffisant : 11 < 15
commune,35304,2018,Maison,9,,,,support insuffisant : 9 < 15
commune,35304,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35304,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35304,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35304,2022,Maison,11,,,,support insuffisant : 11 < 15
commune,35304,2023,Maison,8,,,,support insuffisant : 8 < 15
commune,35304,2024,Maison,6,,,,support insuffisant : 6 < 15
commune,35304,2025,Maison,2,,,,support insuffisant : 2 < 15
commune,35305,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35305,2015,Maison,2,,,,support insuffisant : 2 < 15
commune,35305,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35305,2017,Maison,3,,,,support insuffisant : 3 < 15
commune,35305,2018,Maison,6,,,,support insuffisant : 6 < 15
commune,35305,2019,Maison,3,,,,support insuffisant : 3 < 15
commune,35305,2020,Maison,3,,,,support insuffisant : 3 < 15
commune,35305,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35305,2022,Maison,2,,,,support insuffisant : 2 < 15
commune,35305,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35305,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35305,2025,Maison,1,,,,support insuffisant : 1 < 15
commune,35306,2014,Appartement,1,,,,support insuffisant : 1 < 15
commune,35306,2014,Maison,10,,,,support insuffisant : 10 < 15
commune,35306,2015,Maison,8,,,,support insuffisant : 8 < 15
commune,35306,2016,Maison,12,,,,support insuffisant : 12 < 15
commune,35306,2017,Maison,11,,,,support insuffisant : 11 < 15
commune,35306,2018,Appartement,1,,,,support insuffisant : 1 < 15
commune,35306,2018,Maison,13,,,,support insuffisant : 13 < 15
commune,35306,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35306,2020,Maison,12,,,,support insuffisant : 12 < 15
commune,35306,2021,Maison,14,,,,support insuffisant : 14 < 15
commune,35306,2022,Maison,11,,,,support insuffisant : 11 < 15
commune,35306,2023,Maison,8,,,,support insuffisant : 8 < 15
commune,35306,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35306,2025,Maison,8,,,,support insuffisant : 8 < 15
commune,35307,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35307,2016,Maison,6,,,,support insuffisant : 6 < 15
commune,35307,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35307,2018,Maison,3,,,,support insuffisant : 3 < 15
commune,35307,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35307,2020,Maison,7,,,,support insuffisant : 7 < 15
commune,35307,2021,Maison,7,,,,support insuffisant : 7 < 15
commune,35307,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35307,2023,Maison,5,,,,support insuffisant : 5 < 15
commune,35307,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35307,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35308,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35308,2015,Maison,8,,,,support insuffisant : 8 < 15
commune,35308,2016,Maison,11,,,,support insuffisant : 11 < 15
commune,35308,2017,Maison,18,1427.0,1598.0,1685.0,
commune,35308,2018,Maison,19,835.0,1377.0,1705.0,
commune,35308,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35308,2019,Maison,19,1443.0,1698.0,2033.0,
commune,35308,2020,Maison,18,1405.0,1558.0,1835.0,
commune,35308,2021,Appartement,1,,,,support insuffisant : 1 < 15
commune,35308,2021,Maison,29,1193.0,1615.0,2045.0,
commune,35308,2022,Appartement,1,,,,support insuffisant : 1 < 15
commune,35308,2022,Maison,25,1778.0,2122.0,2376.0,
commune,35308,2023,Maison,19,1942.0,2500.0,2756.0,
commune,35308,2024,Maison,18,1751.0,2106.0,2743.0,
commune,35308,2025,Maison,14,,,,support insuffisant : 14 < 15
commune,35309,2014,Maison,6,,,,support insuffisant : 6 < 15
commune,35309,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35309,2016,Maison,12,,,,support insuffisant : 12 < 15
commune,35309,2017,Maison,10,,,,support insuffisant : 10 < 15
commune,35309,2018,Maison,9,,,,support insuffisant : 9 < 15
commune,35309,2019,Maison,9,,,,support insuffisant : 9 < 15
commune,35309,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35309,2021,Maison,10,,,,support insuffisant : 10 < 15
commune,35309,2022,Maison,6,,,,support insuffisant : 6 < 15
commune,35309,2023,Maison,7,,,,support insuffisant : 7 < 15
commune,35309,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35309,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35310,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35310,2015,Maison,8,,,,support insuffisant : 8 < 15
commune,35310,2016,Maison,4,,,,support insuffisant : 4 < 15
commune,35310,2017,Maison,10,,,,support insuffisant : 10 < 15
commune,35310,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35310,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35310,2020,Maison,7,,,,support insuffisant : 7 < 15
commune,35310,2021,Maison,8,,,,support insuffisant : 8 < 15
commune,35310,2022,Maison,9,,,,support insuffisant : 9 < 15
commune,35310,2023,Maison,6,,,,support insuffisant : 6 < 15
commune,35310,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35310,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35311,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35311,2015,Maison,1,,,,support insuffisant : 1 < 15
commune,35311,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35311,2017,Maison,5,,,,support insuffisant : 5 < 15
commune,35311,2018,Maison,1,,,,support insuffisant : 1 < 15
commune,35311,2019,Maison,6,,,,support insuffisant : 6 < 15
commune,35311,2020,Maison,5,,,,support insuffisant : 5 < 15
commune,35311,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35311,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35311,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35312,2014,Maison,10,,,,support insuffisant : 10 < 15
commune,35312,2015,Maison,11,,,,support insuffisant : 11 < 15
commune,35312,2016,Maison,15,1051.0,1236.0,1765.0,
commune,35312,2017,Maison,16,1165.0,1712.0,2131.0,
commune,35312,2018,Maison,13,,,,support insuffisant : 13 < 15
commune,35312,2019,Maison,21,926.0,1267.0,1807.0,
commune,35312,2020,Maison,23,1372.0,1584.0,2032.0,
commune,35312,2021,Maison,13,,,,support insuffisant : 13 < 15
commune,35312,2022,Maison,15,1948.0,2314.0,2657.0,
commune,35312,2023,Maison,11,,,,support insuffisant : 11 < 15
commune,35312,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35312,2025,Maison,9,,,,support insuffisant : 9 < 15
commune,35314,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35314,2015,Maison,7,,,,support insuffisant : 7 < 15
commune,35314,2016,Maison,6,,,,support insuffisant : 6 < 15
commune,35314,2017,Maison,7,,,,support insuffisant : 7 < 15
commune,35314,2018,Maison,10,,,,support insuffisant : 10 < 15
commune,35314,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35314,2019,Maison,11,,,,support insuffisant : 11 < 15
commune,35314,2020,Appartement,1,,,,support insuffisant : 1 < 15
commune,35314,2020,Maison,11,,,,support insuffisant : 11 < 15
commune,35314,2021,Maison,10,,,,support insuffisant : 10 < 15
commune,35314,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35314,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35314,2024,Maison,8,,,,support insuffisant : 8 < 15
commune,35314,2025,Maison,8,,,,support insuffisant : 8 < 15
commune,35315,2014,Maison,9,,,,support insuffisant : 9 < 15
commune,35315,2015,Maison,13,,,,support insuffisant : 13 < 15
commune,35315,2016,Maison,16,1651.0,1831.0,2329.0,
commune,35315,2017,Maison,12,,,,support insuffisant : 12 < 15
commune,35315,2018,Maison,3,,,,support insuffisant : 3 < 15
commune,35315,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35315,2020,Maison,14,,,,support insuffisant : 14 < 15
commune,35315,2021,Maison,11,,,,support insuffisant : 11 < 15
commune,35315,2022,Maison,6,,,,support insuffisant : 6 < 15
commune,35315,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35315,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35315,2025,Maison,10,,,,support insuffisant : 10 < 15
commune,35316,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35316,2015,Maison,6,,,,support insuffisant : 6 < 15
commune,35316,2016,Maison,5,,,,support insuffisant : 5 < 15
commune,35316,2017,Maison,13,,,,support insuffisant : 13 < 15
commune,35316,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35316,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35316,2020,Maison,12,,,,support insuffisant : 12 < 15
commune,35316,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35316,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35316,2023,Maison,6,,,,support insuffisant : 6 < 15
commune,35316,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35316,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35317,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35317,2015,Maison,2,,,,support insuffisant : 2 < 15
commune,35317,2016,Maison,5,,,,support insuffisant : 5 < 15
commune,35317,2017,Maison,4,,,,support insuffisant : 4 < 15
commune,35317,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35317,2019,Maison,5,,,,support insuffisant : 5 < 15
commune,35317,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35317,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35317,2022,Maison,1,,,,support insuffisant : 1 < 15
commune,35317,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35317,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35317,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35318,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35318,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35318,2016,Maison,8,,,,support insuffisant : 8 < 15
commune,35318,2017,Maison,3,,,,support insuffisant : 3 < 15
commune,35318,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35318,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35318,2020,Maison,5,,,,support insuffisant : 5 < 15
commune,35318,2021,Maison,5,,,,support insuffisant : 5 < 15
commune,35318,2022,Maison,4,,,,support insuffisant : 4 < 15
commune,35318,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35318,2024,Maison,2,,,,support insuffisant : 2 < 15
commune,35318,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35319,2014,Maison,8,,,,support insuffisant : 8 < 15
commune,35319,2015,Maison,15,1368.0,1670.0,1849.0,
commune,35319,2016,Maison,21,1481.0,1646.0,1946.0,
commune,35319,2017,Maison,17,1379.0,1800.0,1961.0,
commune,35319,2018,Maison,17,1354.0,1750.0,2025.0,
commune,35319,2019,Maison,19,1693.0,1880.0,2138.0,
commune,35319,2020,Maison,17,1752.0,1988.0,2189.0,
commune,35319,2021,Maison,23,1800.0,2126.0,2287.0,
commune,35319,2022,Maison,10,,,,support insuffisant : 10 < 15
commune,35319,2023,Maison,8,,,,support insuffisant : 8 < 15
commune,35319,2024,Maison,9,,,,support insuffisant : 9 < 15
commune,35319,2025,Maison,7,,,,support insuffisant : 7 < 15
commune,35320,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35320,2015,Maison,2,,,,support insuffisant : 2 < 15
commune,35320,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35320,2017,Maison,3,,,,support insuffisant : 3 < 15
commune,35320,2018,Maison,6,,,,support insuffisant : 6 < 15
commune,35320,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35320,2020,Maison,6,,,,support insuffisant : 6 < 15
commune,35320,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35320,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35320,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35320,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35320,2025,Maison,2,,,,support insuffisant : 2 < 15
commune,35321,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35321,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35321,2017,Maison,5,,,,support insuffisant : 5 < 15
commune,35321,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35321,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35321,2020,Maison,1,,,,support insuffisant : 1 < 15
commune,35321,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35321,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35321,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35321,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35321,2025,Maison,1,,,,support insuffisant : 1 < 15
commune,35322,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35322,2015,Maison,4,,,,support insuffisant : 4 < 15
commune,35322,2016,Maison,4,,,,support insuffisant : 4 < 15
commune,35322,2017,Maison,4,,,,support insuffisant : 4 < 15
commune,35322,2018,Maison,9,,,,support insuffisant : 9 < 15
commune,35322,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35322,2020,Maison,11,,,,support insuffisant : 11 < 15
commune,35322,2021,Maison,15,1697.0,1832.0,2136.0,
commune,35322,2022,Maison,10,,,,support insuffisant : 10 < 15
commune,35322,2023,Maison,10,,,,support insuffisant : 10 < 15
commune,35322,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35322,2025,Maison,7,,,,support insuffisant : 7 < 15
commune,35324,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35324,2015,Maison,1,,,,support insuffisant : 1 < 15
commune,35324,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35324,2017,Maison,3,,,,support insuffisant : 3 < 15
commune,35324,2021,Maison,1,,,,support insuffisant : 1 < 15
commune,35324,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35324,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35324,2025,Maison,4,,,,support insuffisant : 4 < 15
commune,35325,2020,Maison,2,,,,support insuffisant : 2 < 15
commune,35325,2022,Maison,1,,,,support insuffisant : 1 < 15
commune,35325,2024,Maison,2,,,,support insuffisant : 2 < 15
commune,35326,2014,Maison,11,,,,support insuffisant : 11 < 15
commune,35326,2015,Maison,9,,,,support insuffisant : 9 < 15
commune,35326,2016,Maison,7,,,,support insuffisant : 7 < 15
commune,35326,2017,Maison,12,,,,support insuffisant : 12 < 15
commune,35326,2018,Maison,12,,,,support insuffisant : 12 < 15
commune,35326,2019,Maison,15,1438.0,1490.0,1570.0,
commune,35326,2020,Maison,17,1556.0,1690.0,1926.0,
commune,35326,2021,Maison,16,1480.0,1786.0,2128.0,
commune,35326,2022,Maison,19,1602.0,1917.0,2202.0,
commune,35326,2023,Maison,8,,,,support insuffisant : 8 < 15
commune,35326,2024,Maison,6,,,,support insuffisant : 6 < 15
commune,35326,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35327,2014,Maison,15,1335.0,1748.0,2024.0,
commune,35327,2015,Maison,20,1695.0,1881.0,2109.0,
commune,35327,2016,Maison,16,1670.0,1997.0,2165.0,
commune,35327,2017,Maison,20,1769.0,1974.0,2188.0,
commune,35327,2018,Maison,17,1879.0,1981.0,2468.0,
commune,35327,2019,Maison,29,1613.0,2009.0,2134.0,
commune,35327,2020,Maison,23,1901.0,2226.0,2548.0,
commune,35327,2021,Maison,38,2288.0,2544.0,2720.0,
commune,35327,2022,Maison,23,2453.0,2714.0,3097.0,
commune,35327,2023,Maison,27,2339.0,2750.0,3047.0,
commune,35327,2024,Maison,21,2189.0,2502.0,2900.0,
commune,35327,2025,Maison,21,2357.0,2688.0,2954.0,
commune,35328,2014,Maison,11,,,,support insuffisant : 11 < 15
commune,35328,2015,Maison,14,,,,support insuffisant : 14 < 15
commune,35328,2016,Appartement,1,,,,support insuffisant : 1 < 15
commune,35328,2016,Maison,16,804.0,953.0,1096.0,
commune,35328,2017,Maison,10,,,,support insuffisant : 10 < 15
commune,35328,2018,Maison,24,809.0,1048.0,1259.0,
commune,35328,2019,Maison,12,,,,support insuffisant : 12 < 15
commune,35328,2020,Maison,13,,,,support insuffisant : 13 < 15
commune,35328,2021,Maison,10,,,,support insuffisant : 10 < 15
commune,35328,2022,Maison,17,1285.0,1625.0,1961.0,
commune,35328,2023,Maison,12,,,,support insuffisant : 12 < 15
commune,35328,2024,Maison,10,,,,support insuffisant : 10 < 15
commune,35328,2025,Maison,7,,,,support insuffisant : 7 < 15
commune,35329,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35329,2015,Maison,1,,,,support insuffisant : 1 < 15
commune,35329,2016,Maison,1,,,,support insuffisant : 1 < 15
commune,35329,2018,Maison,4,,,,support insuffisant : 4 < 15
commune,35329,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35329,2020,Maison,4,,,,support insuffisant : 4 < 15
commune,35329,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35329,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35329,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35329,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35329,2025,Maison,4,,,,support insuffisant : 4 < 15
commune,35330,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35330,2015,Maison,4,,,,support insuffisant : 4 < 15
commune,35330,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35330,2017,Maison,5,,,,support insuffisant : 5 < 15
commune,35330,2018,Maison,6,,,,support insuffisant : 6 < 15
commune,35330,2019,Maison,5,,,,support insuffisant : 5 < 15
commune,35330,2020,Maison,11,,,,support insuffisant : 11 < 15
commune,35330,2021,Maison,7,,,,support insuffisant : 7 < 15
commune,35330,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35330,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35330,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35330,2025,Maison,4,,,,support insuffisant : 4 < 15
commune,35331,2014,Maison,10,,,,support insuffisant : 10 < 15
commune,35331,2015,Maison,12,,,,support insuffisant : 12 < 15
commune,35331,2016,Maison,19,1395.0,1654.0,1817.0,
commune,35331,2017,Maison,9,,,,support insuffisant : 9 < 15
commune,35331,2018,Maison,12,,,,support insuffisant : 12 < 15
commune,35331,2019,Maison,19,1507.0,1929.0,2097.0,
commune,35331,2020,Maison,15,1685.0,1844.0,2014.0,
commune,35331,2021,Maison,13,,,,support insuffisant : 13 < 15
commune,35331,2022,Appartement,1,,,,support insuffisant : 1 < 15
commune,35331,2022,Maison,19,1947.0,2457.0,2604.0,
commune,35331,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35331,2023,Maison,15,2109.0,2461.0,2612.0,
commune,35331,2024,Maison,9,,,,support insuffisant : 9 < 15
commune,35331,2025,Maison,12,,,,support insuffisant : 12 < 15
commune,35332,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35332,2015,Maison,11,,,,support insuffisant : 11 < 15
commune,35332,2016,Maison,8,,,,support insuffisant : 8 < 15
commune,35332,2017,Maison,5,,,,support insuffisant : 5 < 15
commune,35332,2018,Maison,18,599.0,746.0,1335.0,
commune,35332,2019,Maison,14,,,,support insuffisant : 14 < 15
commune,35332,2020,Maison,15,650.0,915.0,1178.0,
