scope_type,scope_code,cohort_year,cohort_parcels,sold_within_12_months,rate_pct,reason
departement,35,2021,4783,2750,57.5,
epci,200038990,2021,111,59,,support insuffisant : 111 < 200
epci,200039022,2021,341,179,52.5,
epci,200043990,2021,127,68,,support insuffisant : 127 < 200
epci,200070662,2021,104,66,,support insuffisant : 104 < 200
epci,200070670,2021,108,56,,support insuffisant : 108 < 200
epci,200070688,2021,81,39,,support insuffisant : 81 < 200
epci,200072452,2021,235,138,58.7,
epci,243500139,2021,2199,1322,60.1,
epci,243500550,2021,95,48,,support insuffisant : 95 < 200
epci,243500618,2021,71,35,,support insuffisant : 71 < 200
epci,243500634,2021,101,61,,support insuffisant : 101 < 200
epci,243500659,2021,104,57,,support insuffisant : 104 < 200
epci,243500667,2021,125,79,,support insuffisant : 125 < 200
epci,243500725,2021,201,118,58.7,
epci,243500733,2021,105,50,,support insuffisant : 105 < 200
epci,243500741,2021,120,70,,support insuffisant : 120 < 200
epci,243500774,2021,113,44,,support insuffisant : 113 < 200
epci,243500782,2021,442,261,59.0,
commune,35001,2021,26,20,,support insuffisant : 26 < 200
commune,35002,2021,5,5,,support insuffisant : 5 < 200
commune,35003,2021,3,1,,support insuffisant : 3 < 200
commune,35004,2021,12,4,,support insuffisant : 12 < 200
commune,35005,2021,1,1,,support insuffisant : 1 < 200
commune,35006,2021,24,10,,support insuffisant : 24 < 200
commune,35007,2021,2,2,,support insuffisant : 2 < 200
commune,35008,2021,2,2,,support insuffisant : 2 < 200
commune,35009,2021,4,3,,support insuffisant : 4 < 200
commune,35010,2021,7,4,,support insuffisant : 7 < 200
commune,35012,2021,34,21,,support insuffisant : 34 < 200
commune,35013,2021,4,2,,support insuffisant : 4 < 200
commune,35014,2021,7,6,,support insuffisant : 7 < 200
commune,35015,2021,9,4,,support insuffisant : 9 < 200
commune,35016,2021,7,4,,support insuffisant : 7 < 200
commune,35017,2021,1,1,,support insuffisant : 1 < 200
commune,35018,2021,2,2,,support insuffisant : 2 < 200
commune,35019,2021,9,5,,support insuffisant : 9 < 200
commune,35021,2021,6,4,,support insuffisant : 6 < 200
commune,35022,2021,19,3,,support insuffisant : 19 < 200
commune,35023,2021,18,4,,support insuffisant : 18 < 200
commune,35024,2021,61,37,,support insuffisant : 61 < 200
commune,35025,2021,1,1,,support insuffisant : 1 < 200
commune,35027,2021,7,0,,support insuffisant : 7 < 200
commune,35028,2021,4,2,,support insuffisant : 4 < 200
commune,35029,2021,11,3,,support insuffisant : 11 < 200
commune,35030,2021,2,1,,support insuffisant : 2 < 200
commune,35031,2021,17,0,,support insuffisant : 17 < 200
commune,35032,2021,21,17,,support insuffisant : 21 < 200
commune,35033,2021,7,4,,support insuffisant : 7 < 200
commune,35034,2021,5,4,,support insuffisant : 5 < 200
commune,35035,2021,1,1,,support insuffisant : 1 < 200
commune,35037,2021,19,9,,support insuffisant : 19 < 200
commune,35039,2021,5,3,,support insuffisant : 5 < 200
commune,35040,2021,17,9,,support insuffisant : 17 < 200
commune,35041,2021,2,2,,support insuffisant : 2 < 200
commune,35042,2021,1,0,,support insuffisant : 1 < 200
commune,35044,2021,1,1,,support insuffisant : 1 < 200
commune,35045,2021,1,1,,support insuffisant : 1 < 200
commune,35047,2021,86,42,,support insuffisant : 86 < 200
commune,35049,2021,32,13,,support insuffisant : 32 < 200
commune,35050,2021,1,0,,support insuffisant : 1 < 200
commune,35051,2021,96,54,,support insuffisant : 96 < 200
commune,35052,2021,1,1,,support insuffisant : 1 < 200
commune,35054,2021,1,1,,support insuffisant : 1 < 200
commune,35055,2021,51,24,,support insuffisant : 51 < 200
commune,35056,2021,3,1,,support insuffisant : 3 < 200
commune,35057,2021,5,4,,support insuffisant : 5 < 200
commune,35058,2021,7,5,,support insuffisant : 7 < 200
commune,35059,2021,28,16,,support insuffisant : 28 < 200
commune,35060,2021,3,1,,support insuffisant : 3 < 200
commune,35061,2021,1,1,,support insuffisant : 1 < 200
commune,35062,2021,4,2,,support insuffisant : 4 < 200
commune,35063,2021,1,0,,support insuffisant : 1 < 200
commune,35064,2021,9,3,,support insuffisant : 9 < 200
commune,35065,2021,4,4,,support insuffisant : 4 < 200
commune,35066,2021,46,29,,support insuffisant : 46 < 200
commune,35067,2021,10,4,,support insuffisant : 10 < 200
commune,35068,2021,38,21,,support insuffisant : 38 < 200
commune,35069,2021,47,22,,support insuffisant : 47 < 200
commune,35070,2021,10,6,,support insuffisant : 10 < 200
commune,35071,2021,1,0,,support insuffisant : 1 < 200
commune,35072,2021,7,4,,support insuffisant : 7 < 200
commune,35075,2021,8,6,,support insuffisant : 8 < 200
commune,35076,2021,17,14,,support insuffisant : 17 < 200
commune,35077,2021,1,0,,support insuffisant : 1 < 200
commune,35078,2021,8,2,,support insuffisant : 8 < 200
commune,35079,2021,10,8,,support insuffisant : 10 < 200
commune,35080,2021,10,5,,support insuffisant : 10 < 200
commune,35081,2021,2,2,,support insuffisant : 2 < 200
commune,35082,2021,1,1,,support insuffisant : 1 < 200
commune,35085,2021,16,6,,support insuffisant : 16 < 200
commune,35086,2021,1,1,,support insuffisant : 1 < 200
commune,35087,2021,2,2,,support insuffisant : 2 < 200
commune,35088,2021,7,4,,support insuffisant : 7 < 200
commune,35089,2021,1,1,,support insuffisant : 1 < 200
commune,35090,2021,11,8,,support insuffisant : 11 < 200
commune,35092,2021,4,1,,support insuffisant : 4 < 200
commune,35093,2021,117,70,,support insuffisant : 117 < 200
commune,35094,2021,9,5,,support insuffisant : 9 < 200
commune,35095,2021,31,14,,support insuffisant : 31 < 200
commune,35096,2021,11,8,,support insuffisant : 11 < 200
commune,35097,2021,5,3,,support insuffisant : 5 < 200
commune,35098,2021,5,4,,support insuffisant : 5 < 200
commune,35099,2021,10,8,,support insuffisant : 10 < 200
commune,35101,2021,4,1,,support insuffisant : 4 < 200
commune,35103,2021,3,0,,support insuffisant : 3 < 200
commune,35104,2021,7,3,,support insuffisant : 7 < 200
commune,35105,2021,4,3,,support insuffisant : 4 < 200
commune,35106,2021,3,3,,support insuffisant : 3 < 200
commune,35107,2021,12,8,,support insuffisant : 12 < 200
commune,35108,2021,2,2,,support insuffisant : 2 < 200
commune,35109,2021,11,7,,support insuffisant : 11 < 200
commune,35110,2021,2,1,,support insuffisant : 2 < 200
commune,35111,2021,3,2,,support insuffisant : 3 < 200
commune,35114,2021,1,0,,support insuffisant : 1 < 200
commune,35115,2021,148,87,,support insuffisant : 148 < 200
commune,35116,2021,14,10,,support insuffisant : 14 < 200
commune,35117,2021,1,1,,support insuffisant : 1 < 200
commune,35118,2021,4,3,,support insuffisant : 4 < 200
commune,35119,2021,3,3,,support insuffisant : 3 < 200
commune,35120,2021,21,13,,support insuffisant : 21 < 200
commune,35121,2021,9,3,,support insuffisant : 9 < 200
commune,35122,2021,4,4,,support insuffisant : 4 < 200
commune,35123,2021,14,5,,support insuffisant : 14 < 200
commune,35124,2021,11,5,,support insuffisant : 11 < 200
commune,35125,2021,28,12,,support insuffisant : 28 < 200
commune,35126,2021,28,14,,support insuffisant : 28 < 200
commune,35127,2021,15,6,,support insuffisant : 15 < 200
commune,35128,2021,2,1,,support insuffisant : 2 < 200
commune,35130,2021,5,2,,support insuffisant : 5 < 200
commune,35131,2021,19,12,,support insuffisant : 19 < 200
commune,35132,2021,4,4,,support insuffisant : 4 < 200
commune,35133,2021,10,6,,support insuffisant : 10 < 200
commune,35135,2021,19,13,,support insuffisant : 19 < 200
commune,35136,2021,35,24,,support insuffisant : 35 < 200
commune,35137,2021,5,2,,support insuffisant : 5 < 200
commune,35139,2021,21,14,,support insuffisant : 21 < 200
commune,35140,2021,2,1,,support insuffisant : 2 < 200
commune,35141,2021,2,1,,support insuffisant : 2 < 200
commune,35142,2021,5,2,,support insuffisant : 5 < 200
commune,35143,2021,3,1,,support insuffisant : 3 < 200
commune,35144,2021,3,3,,support insuffisant : 3 < 200
commune,35145,2021,5,5,,support insuffisant : 5 < 200
commune,35146,2021,2,0,,support insuffisant : 2 < 200
commune,35149,2021,4,3,,support insuffisant : 4 < 200
commune,35150,2021,8,6,,support insuffisant : 8 < 200
commune,35152,2021,41,17,,support insuffisant : 41 < 200
commune,35153,2021,1,1,,support insuffisant : 1 < 200
commune,35154,2021,7,6,,support insuffisant : 7 < 200
commune,35155,2021,2,1,,support insuffisant : 2 < 200
commune,35157,2021,2,1,,support insuffisant : 2 < 200
commune,35159,2021,1,0,,support insuffisant : 1 < 200
commune,35160,2021,3,2,,support insuffisant : 3 < 200
commune,35161,2021,12,5,,support insuffisant : 12 < 200
commune,35162,2021,10,7,,support insuffisant : 10 < 200
commune,35163,2021,3,2,,support insuffisant : 3 < 200
commune,35164,2021,1,1,,support insuffisant : 1 < 200
commune,35166,2021,2,1,,support insuffisant : 2 < 200
commune,35167,2021,6,5,,support insuffisant : 6 < 200
commune,35168,2021,7,6,,support insuffisant : 7 < 200
commune,35169,2021,6,4,,support insuffisant : 6 < 200
commune,35170,2021,1,1,,support insuffisant : 1 < 200
commune,35171,2021,12,6,,support insuffisant : 12 < 200
commune,35172,2021,5,3,,support insuffisant : 5 < 200
commune,35173,2021,27,17,,support insuffisant : 27 < 200
commune,35174,2021,1,0,,support insuffisant : 1 < 200
commune,35175,2021,3,1,,support insuffisant : 3 < 200
commune,35176,2021,27,16,,support insuffisant : 27 < 200
commune,35177,2021,17,10,,support insuffisant : 17 < 200
commune,35178,2021,2,0,,support insuffisant : 2 < 200
commune,35179,2021,13,7,,support insuffisant : 13 < 200
commune,35180,2021,4,3,,support insuffisant : 4 < 200
commune,35181,2021,8,4,,support insuffisant : 8 < 200
commune,35183,2021,2,2,,support insuffisant : 2 < 200
commune,35184,2021,20,15,,support insuffisant : 20 < 200
commune,35186,2021,3,1,,support insuffisant : 3 < 200
commune,35187,2021,2,1,,support insuffisant : 2 < 200
commune,35188,2021,22,11,,support insuffisant : 22 < 200
commune,35189,2021,19,12,,support insuffisant : 19 < 200
commune,35191,2021,9,5,,support insuffisant : 9 < 200
commune,35192,2021,5,1,,support insuffisant : 5 < 200
commune,35193,2021,7,4,,support insuffisant : 7 < 200
commune,35194,2021,2,0,,support insuffisant : 2 < 200
commune,35195,2021,11,9,,support insuffisant : 11 < 200
commune,35196,2021,28,19,,support insuffisant : 28 < 200
commune,35197,2021,6,5,,support insuffisant : 6 < 200
commune,35198,2021,2,1,,support insuffisant : 2 < 200
commune,35199,2021,2,1,,support insuffisant : 2 < 200
commune,35200,2021,4,3,,support insuffisant : 4 < 200
commune,35201,2021,2,2,,support insuffisant : 2 < 200
commune,35203,2021,2,1,,support insuffisant : 2 < 200
commune,35204,2021,11,9,,support insuffisant : 11 < 200
commune,35206,2021,24,10,,support insuffisant : 24 < 200
commune,35207,2021,24,14,,support insuffisant : 24 < 200
commune,35208,2021,17,8,,support insuffisant : 17 < 200
commune,35210,2021,44,26,,support insuffisant : 44 < 200
commune,35211,2021,8,4,,support insuffisant : 8 < 200
commune,35212,2021,3,1,,support insuffisant : 3 < 200
commune,35214,2021,2,1,,support insuffisant : 2 < 200
commune,35215,2021,2,2,,support insuffisant : 2 < 200
commune,35216,2021,6,5,,support insuffisant : 6 < 200
commune,35217,2021,1,0,,support insuffisant : 1 < 200
commune,35218,2021,2,2,,support insuffisant : 2 < 200
commune,35219,2021,15,8,,support insuffisant : 15 < 200
commune,35220,2021,9,9,,support insuffisant : 9 < 200
commune,35221,2021,6,3,,support insuffisant : 6 < 200
commune,35222,2021,7,4,,support insuffisant : 7 < 200
commune,35223,2021,22,10,,support insuffisant : 22 < 200
commune,35224,2021,12,7,,support insuffisant : 12 < 200
commune,35226,2021,7,5,,support insuffisant : 7 < 200
commune,35227,2021,13,9,,support insuffisant : 13 < 200
commune,35228,2021,31,16,,support insuffisant : 31 < 200
commune,35229,2021,4,3,,support insuffisant : 4 < 200
commune,35230,2021,2,1,,support insuffisant : 2 < 200
commune,35231,2021,3,0,,support insuffisant : 3 < 200
commune,35232,2021,2,1,,support insuffisant : 2 < 200
commune,35233,2021,3,2,,support insuffisant : 3 < 200
commune,35234,2021,5,2,,support insuffisant : 5 < 200
commune,35235,2021,3,1,,support insuffisant : 3 < 200
commune,35236,2021,71,44,,support insuffisant : 71 < 200
commune,35237,2021,3,0,,support insuffisant : 3 < 200
commune,35238,2021,1134,682,60.1,
commune,35239,2021,23,8,,support insuffisant : 23 < 200
commune,35240,2021,37,16,,support insuffisant : 37 < 200
commune,35241,2021,14,9,,support insuffisant : 14 < 200
commune,35242,2021,3,1,,support insuffisant : 3 < 200
commune,35243,2021,7,4,,support insuffisant : 7 < 200
commune,35245,2021,27,19,,support insuffisant : 27 < 200
commune,35246,2021,2,1,,support insuffisant : 2 < 200
commune,35247,2021,5,2,,support insuffisant : 5 < 200
commune,35248,2021,3,1,,support insuffisant : 3 < 200
commune,35250,2021,9,5,,support insuffisant : 9 < 200
commune,35251,2021,17,10,,support insuffisant : 17 < 200
commune,35252,2021,3,3,,support insuffisant : 3 < 200
commune,35253,2021,11,5,,support insuffisant : 11 < 200
commune,35255,2021,4,3,,support insuffisant : 4 < 200
commune,35256,2021,19,13,,support insuffisant : 19 < 200
commune,35257,2021,14,6,,support insuffisant : 14 < 200
commune,35258,2021,1,0,,support insuffisant : 1 < 200
commune,35259,2021,4,3,,support insuffisant : 4 < 200
commune,35263,2021,9,6,,support insuffisant : 9 < 200
commune,35264,2021,6,3,,support insuffisant : 6 < 200
commune,35265,2021,5,4,,support insuffisant : 5 < 200
commune,35266,2021,21,18,,support insuffisant : 21 < 200
commune,35271,2021,1,1,,support insuffisant : 1 < 200
commune,35272,2021,3,3,,support insuffisant : 3 < 200
commune,35273,2021,14,5,,support insuffisant : 14 < 200
commune,35274,2021,4,2,,support insuffisant : 4 < 200
commune,35275,2021,18,12,,support insuffisant : 18 < 200
commune,35277,2021,4,1,,support insuffisant : 4 < 200
commune,35278,2021,53,34,,support insuffisant : 53 < 200
commune,35279,2021,1,0,,support insuffisant : 1 < 200
commune,35280,2021,3,1,,support insuffisant : 3 < 200
commune,35281,2021,70,44,,support insuffisant : 70 < 200
commune,35282,2021,4,1,,support insuffisant : 4 < 200
commune,35283,2021,6,5,,support insuffisant : 6 < 200
commune,35284,2021,4,2,,support insuffisant : 4 < 200
commune,35285,2021,2,1,,support insuffisant : 2 < 200
commune,35286,2021,1,1,,support insuffisant : 1 < 200
commune,35287,2021,12,6,,support insuffisant : 12 < 200
commune,35288,2021,307,184,59.9,
commune,35289,2021,2,1,,support insuffisant : 2 < 200
commune,35290,2021,3,3,,support insuffisant : 3 < 200
commune,35291,2021,3,1,,support insuffisant : 3 < 200
commune,35292,2021,5,4,,support insuffisant : 5 < 200
commune,35294,2021,3,1,,support insuffisant : 3 < 200
commune,35296,2021,4,3,,support insuffisant : 4 < 200
commune,35297,2021,29,11,,support insuffisant : 29 < 200
commune,35299,2021,10,2,,support insuffisant : 10 < 200
commune,35300,2021,4,3,,support insuffisant : 4 < 200
commune,35302,2021,2,0,,support insuffisant : 2 < 200
commune,35304,2021,12,6,,support insuffisant : 12 < 200
commune,35306,2021,4,2,,support insuffisant : 4 < 200
commune,35307,2021,3,2,,support insuffisant : 3 < 200
commune,35308,2021,15,10,,support insuffisant : 15 < 200
commune,35309,2021,2,1,,support insuffisant : 2 < 200
commune,35310,2021,4,3,,support insuffisant : 4 < 200
commune,35312,2021,2,0,,support insuffisant : 2 < 200
commune,35314,2021,3,2,,support insuffisant : 3 < 200
commune,35315,2021,6,3,,support insuffisant : 6 < 200
commune,35316,2021,3,2,,support insuffisant : 3 < 200
commune,35318,2021,2,0,,support insuffisant : 2 < 200
commune,35319,2021,10,6,,support insuffisant : 10 < 200
commune,35320,2021,2,2,,support insuffisant : 2 < 200
commune,35321,2021,4,3,,support insuffisant : 4 < 200
commune,35322,2021,7,5,,support insuffisant : 7 < 200
commune,35326,2021,8,7,,support insuffisant : 8 < 200
commune,35327,2021,14,4,,support insuffisant : 14 < 200
commune,35328,2021,7,5,,support insuffisant : 7 < 200
commune,35329,2021,3,2,,support insuffisant : 3 < 200
commune,35330,2021,4,2,,support insuffisant : 4 < 200
commune,35331,2021,9,7,,support insuffisant : 9 < 200
commune,35332,2021,3,2,,support insuffisant : 3 < 200
commune,35333,2021,12,7,,support insuffisant : 12 < 200
commune,35334,2021,35,17,,support insuffisant : 35 < 200
commune,35335,2021,5,4,,support insuffisant : 5 < 200
commune,35337,2021,11,4,,support insuffisant : 11 < 200
commune,35338,2021,3,2,,support insuffisant : 3 < 200
commune,35339,2021,6,4,,support insuffisant : 6 < 200
commune,35340,2021,4,1,,support insuffisant : 4 < 200
commune,35342,2021,2,1,,support insuffisant : 2 < 200
commune,35343,2021,3,3,,support insuffisant : 3 < 200
commune,35345,2021,1,1,,support insuffisant : 1 < 200
commune,35346,2021,1,0,,support insuffisant : 1 < 200
commune,35347,2021,6,6,,support insuffisant : 6 < 200
commune,35351,2021,3,2,,support insuffisant : 3 < 200
commune,35352,2021,44,30,,support insuffisant : 44 < 200
commune,35353,2021,16,10,,support insuffisant : 16 < 200
commune,35354,2021,1,0,,support insuffisant : 1 < 200
commune,35355,2021,3,0,,support insuffisant : 3 < 200
commune,35356,2021,6,4,,support insuffisant : 6 < 200
commune,35357,2021,1,0,,support insuffisant : 1 < 200
commune,35358,2021,5,4,,support insuffisant : 5 < 200
commune,35360,2021,108,44,,support insuffisant : 108 < 200
commune,35361,2021,8,6,,support insuffisant : 8 < 200
commune,35362,2021,5,4,,support insuffisant : 5 < 200
commune,35363,2021,13,9,,support insuffisant : 13 < 200
departement,35,2022,10546,5243,49.7,
epci,200038990,2022,237,106,44.7,
epci,200039022,2022,883,454,51.4,
epci,200043990,2022,362,190,52.5,
epci,200070662,2022,267,125,46.8,
epci,200070670,2022,231,111,48.1,
epci,200070688,2022,182,79,,support insuffisant : 182 < 200
epci,200072452,2022,641,310,48.4,
epci,243500139,2022,3964,1958,49.4,
epci,243500550,2022,221,135,61.1,
epci,243500618,2022,160,84,,support insuffisant : 160 < 200
epci,243500634,2022,255,134,52.5,
epci,243500659,2022,281,156,55.5,
epci,243500667,2022,351,184,52.4,
epci,243500725,2022,457,228,49.9,
epci,243500733,2022,337,137,40.7,
epci,243500741,2022,323,147,45.5,
epci,243500774,2022,231,97,42.0,
epci,243500782,2022,1163,608,52.3,
commune,35001,2022,53,32,,support insuffisant : 53 < 200
commune,35002,2022,8,3,,support insuffisant : 8 < 200
commune,35003,2022,10,5,,support insuffisant : 10 < 200
commune,35004,2022,42,25,,support insuffisant : 42 < 200
commune,35006,2022,43,16,,support insuffisant : 43 < 200
commune,35007,2022,3,3,,support insuffisant : 3 < 200
commune,35008,2022,2,1,,support insuffisant : 2 < 200
commune,35009,2022,11,4,,support insuffisant : 11 < 200
commune,35010,2022,10,3,,support insuffisant : 10 < 200
commune,35012,2022,75,34,,support insuffisant : 75 < 200
commune,35013,2022,37,18,,support insuffisant : 37 < 200
commune,35014,2022,25,15,,support insuffisant : 25 < 200
commune,35015,2022,29,15,,support insuffisant : 29 < 200
commune,35016,2022,24,11,,support insuffisant : 24 < 200
commune,35017,2022,7,5,,support insuffisant : 7 < 200
commune,35018,2022,9,5,,support insuffisant : 9 < 200
commune,35019,2022,13,1,,support insuffisant : 13 < 200
commune,35021,2022,8,6,,support insuffisant : 8 < 200
commune,35022,2022,7,3,,support insuffisant : 7 < 200
commune,35023,2022,27,18,,support insuffisant : 27 < 200
commune,35024,2022,97,52,,support insuffisant : 97 < 200
commune,35025,2022,9,6,,support insuffisant : 9 < 200
commune,35026,2022,1,0,,support insuffisant : 1 < 200
commune,35027,2022,11,6,,support insuffisant : 11 < 200
commune,35028,2022,6,4,,support insuffisant : 6 < 200
commune,35029,2022,17,8,,support insuffisant : 17 < 200
commune,35030,2022,5,2,,support insuffisant : 5 < 200
commune,35031,2022,40,3,,support insuffisant : 40 < 200
commune,35032,2022,31,21,,support insuffisant : 31 < 200
commune,35033,2022,28,18,,support insuffisant : 28 < 200
commune,35034,2022,11,4,,support insuffisant : 11 < 200
commune,35035,2022,1,0,,support insuffisant : 1 < 200
commune,35037,2022,42,20,,support insuffisant : 42 < 200
commune,35038,2022,9,5,,support insuffisant : 9 < 200
commune,35039,2022,11,7,,support insuffisant : 11 < 200
commune,35040,2022,36,18,,support insuffisant : 36 < 200
commune,35041,2022,4,1,,support insuffisant : 4 < 200
commune,35042,2022,10,3,,support insuffisant : 10 < 200
commune,35044,2022,2,1,,support insuffisant : 2 < 200
commune,35045,2022,7,5,,support insuffisant : 7 < 200
commune,35046,2022,9,3,,support insuffisant : 9 < 200
commune,35047,2022,149,77,,support insuffisant : 149 < 200
commune,35049,2022,97,47,,support insuffisant : 97 < 200
commune,35050,2022,1,0,,support insuffisant : 1 < 200
commune,35051,2022,159,91,,support insuffisant : 159 < 200
commune,35052,2022,4,2,,support insuffisant : 4 < 200
commune,35054,2022,9,4,,support insuffisant : 9 < 200
commune,35055,2022,108,60,,support insuffisant : 108 < 200
commune,35056,2022,10,5,,support insuffisant : 10 < 200
commune,35057,2022,6,3,,support insuffisant : 6 < 200
commune,35058,2022,14,10,,support insuffisant : 14 < 200
commune,35059,2022,42,26,,support insuffisant : 42 < 200
commune,35060,2022,8,5,,support insuffisant : 8 < 200
commune,35061,2022,11,5,,support insuffisant : 11 < 200
commune,35062,2022,17,7,,support insuffisant : 17 < 200
commune,35063,2022,2,0,,support insuffisant : 2 < 200
commune,35064,2022,16,3,,support insuffisant : 16 < 200
commune,35065,2022,16,12,,support insuffisant : 16 < 200
commune,35066,2022,78,42,,support insuffisant : 78 < 200
commune,35067,2022,10,7,,support insuffisant : 10 < 200
commune,35068,2022,78,49,,support insuffisant : 78 < 200
commune,35069,2022,114,59,,support insuffisant : 114 < 200
commune,35070,2022,27,16,,support insuffisant : 27 < 200
commune,35071,2022,1,1,,support insuffisant : 1 < 200
commune,35072,2022,21,11,,support insuffisant : 21 < 200
commune,35075,2022,6,5,,support insuffisant : 6 < 200
commune,35076,2022,39,20,,support insuffisant : 39 < 200
commune,35077,2022,2,1,,support insuffisant : 2 < 200
commune,35078,2022,15,8,,support insuffisant : 15 < 200
commune,35079,2022,18,8,,support insuffisant : 18 < 200
commune,35080,2022,15,9,,support insuffisant : 15 < 200
commune,35081,2022,13,7,,support insuffisant : 13 < 200
commune,35082,2022,14,6,,support insuffisant : 14 < 200
commune,35084,2022,3,1,,support insuffisant : 3 < 200
commune,35085,2022,71,31,,support insuffisant : 71 < 200
commune,35086,2022,5,2,,support insuffisant : 5 < 200
commune,35087,2022,7,1,,support insuffisant : 7 < 200
commune,35088,2022,28,15,,support insuffisant : 28 < 200
commune,35089,2022,4,2,,support insuffisant : 4 < 200
commune,35090,2022,19,6,,support insuffisant : 19 < 200
commune,35091,2022,3,1,,support insuffisant : 3 < 200
commune,35092,2022,4,2,,support insuffisant : 4 < 200
commune,35093,2022,255,131,51.4,
commune,35094,2022,14,7,,support insuffisant : 14 < 200
commune,35095,2022,61,32,,support insuffisant : 61 < 200
commune,35096,2022,29,16,,support insuffisant : 29 < 200
commune,35097,2022,5,4,,support insuffisant : 5 < 200
commune,35098,2022,5,1,,support insuffisant : 5 < 200
commune,35099,2022,38,25,,support insuffisant : 38 < 200
commune,35101,2022,5,3,,support insuffisant : 5 < 200
commune,35102,2022,1,1,,support insuffisant : 1 < 200
commune,35103,2022,6,4,,support insuffisant : 6 < 200
commune,35104,2022,11,4,,support insuffisant : 11 < 200
commune,35105,2022,17,10,,support insuffisant : 17 < 200
commune,35106,2022,13,9,,support insuffisant : 13 < 200
commune,35107,2022,15,10,,support insuffisant : 15 < 200
commune,35108,2022,6,3,,support insuffisant : 6 < 200
commune,35109,2022,22,11,,support insuffisant : 22 < 200
commune,35110,2022,7,5,,support insuffisant : 7 < 200
commune,35111,2022,5,3,,support insuffisant : 5 < 200
commune,35114,2022,1,1,,support insuffisant : 1 < 200
commune,35115,2022,363,163,44.9,
commune,35116,2022,25,12,,support insuffisant : 25 < 200
commune,35117,2022,15,6,,support insuffisant : 15 < 200
commune,35118,2022,12,6,,support insuffisant : 12 < 200
commune,35119,2022,7,4,,support insuffisant : 7 < 200
commune,35120,2022,74,38,,support insuffisant : 74 < 200
commune,35121,2022,17,8,,support insuffisant : 17 < 200
commune,35122,2022,17,11,,support insuffisant : 17 < 200
commune,35123,2022,26,13,,support insuffisant : 26 < 200
commune,35124,2022,32,11,,support insuffisant : 32 < 200
commune,35125,2022,59,30,,support insuffisant : 59 < 200
commune,35126,2022,71,33,,support insuffisant : 71 < 200
commune,35127,2022,40,22,,support insuffisant : 40 < 200
commune,35128,2022,11,4,,support insuffisant : 11 < 200
commune,35130,2022,31,16,,support insuffisant : 31 < 200
commune,35131,2022,47,32,,support insuffisant : 47 < 200
commune,35132,2022,14,5,,support insuffisant : 14 < 200
commune,35133,2022,24,16,,support insuffisant : 24 < 200
commune,35134,2022,4,4,,support insuffisant : 4 < 200
commune,35135,2022,23,13,,support insuffisant : 23 < 200
commune,35136,2022,98,49,,support insuffisant : 98 < 200
commune,35137,2022,13,7,,support insuffisant : 13 < 200
commune,35138,2022,5,3,,support insuffisant : 5 < 200
commune,35139,2022,52,28,,support insuffisant : 52 < 200
commune,35140,2022,6,2,,support insuffisant : 6 < 200
commune,35141,2022,3,1,,support insuffisant : 3 < 200
commune,35142,2022,13,6,,support insuffisant : 13 < 200
commune,35143,2022,11,3,,support insuffisant : 11 < 200
commune,35144,2022,6,4,,support insuffisant : 6 < 200
commune,35145,2022,14,8,,support insuffisant : 14 < 200
commune,35146,2022,4,1,,support insuffisant : 4 < 200
commune,35149,2022,9,6,,support insuffisant : 9 < 200
commune,35150,2022,30,14,,support insuffisant : 30 < 200
commune,35151,2022,3,1,,support insuffisant : 3 < 200
commune,35152,2022,66,36,,support insuffisant : 66 < 200
commune,35153,2022,2,1,,support insuffisant : 2 < 200
commune,35154,2022,17,8,,support insuffisant : 17 < 200
commune,35155,2022,3,1,,support insuffisant : 3 < 200
commune,35156,2022,2,0,,support insuffisant : 2 < 200
commune,35157,2022,5,2,,support insuffisant : 5 < 200
commune,35159,2022,4,0,,support insuffisant : 4 < 200
commune,35161,2022,25,13,,support insuffisant : 25 < 200
commune,35162,2022,41,25,,support insuffisant : 41 < 200
commune,35163,2022,8,2,,support insuffisant : 8 < 200
commune,35164,2022,8,3,,support insuffisant : 8 < 200
commune,35165,2022,15,6,,support insuffisant : 15 < 200
commune,35166,2022,7,4,,support insuffisant : 7 < 200
commune,35167,2022,32,21,,support insuffisant : 32 < 200
commune,35168,2022,36,20,,support insuffisant : 36 < 200
commune,35169,2022,18,11,,support insuffisant : 18 < 200
commune,35170,2022,6,5,,support insuffisant : 6 < 200
commune,35171,2022,22,3,,support insuffisant : 22 < 200
commune,35172,2022,16,3,,support insuffisant : 16 < 200
commune,35173,2022,80,47,,support insuffisant : 80 < 200
commune,35174,2022,4,3,,support insuffisant : 4 < 200
commune,35175,2022,9,4,,support insuffisant : 9 < 200
commune,35176,2022,77,42,,support insuffisant : 77 < 200
commune,35177,2022,51,24,,support insuffisant : 51 < 200
commune,35178,2022,16,11,,support insuffisant : 16 < 200
commune,35179,2022,50,27,,support insuffisant : 50 < 200
commune,35180,2022,3,3,,support insuffisant : 3 < 200
commune,35181,2022,16,8,,support insuffisant : 16 < 200
commune,35183,2022,7,5,,support insuffisant : 7 < 200
commune,35184,2022,64,33,,support insuffisant : 64 < 200
commune,35185,2022,1,1,,support insuffisant : 1 < 200
commune,35186,2022,13,5,,support insuffisant : 13 < 200
commune,35187,2022,11,8,,support insuffisant : 11 < 200
commune,35188,2022,75,49,,support insuffisant : 75 < 200
commune,35189,2022,25,16,,support insuffisant : 25 < 200
