scope_type,scope_code,cohort_year,cohort_parcels,sold_within_12_months,rate_pct,reason
commune,35251,2024,28,10,,support insuffisant : 28 < 200
commune,35252,2024,9,2,,support insuffisant : 9 < 200
commune,35253,2024,32,13,,support insuffisant : 32 < 200
commune,35255,2024,17,6,,support insuffisant : 17 < 200
commune,35256,2024,49,12,,support insuffisant : 49 < 200
commune,35257,2024,34,12,,support insuffisant : 34 < 200
commune,35258,2024,5,0,,support insuffisant : 5 < 200
commune,35259,2024,17,4,,support insuffisant : 17 < 200
commune,35260,2024,7,5,,support insuffisant : 7 < 200
commune,35261,2024,2,2,,support insuffisant : 2 < 200
commune,35262,2024,2,1,,support insuffisant : 2 < 200
commune,35263,2024,31,12,,support insuffisant : 31 < 200
commune,35264,2024,15,4,,support insuffisant : 15 < 200
commune,35265,2024,15,4,,support insuffisant : 15 < 200
commune,35266,2024,25,9,,support insuffisant : 25 < 200
commune,35268,2024,4,0,,support insuffisant : 4 < 200
commune,35270,2024,4,1,,support insuffisant : 4 < 200
commune,35271,2024,24,4,,support insuffisant : 24 < 200
commune,35272,2024,6,1,,support insuffisant : 6 < 200
commune,35273,2024,19,5,,support insuffisant : 19 < 200
commune,35274,2024,7,2,,support insuffisant : 7 < 200
commune,35275,2024,41,15,,support insuffisant : 41 < 200
commune,35276,2024,5,4,,support insuffisant : 5 < 200
commune,35277,2024,2,0,,support insuffisant : 2 < 200
commune,35278,2024,85,29,,support insuffisant : 85 < 200
commune,35279,2024,13,6,,support insuffisant : 13 < 200
commune,35280,2024,13,4,,support insuffisant : 13 < 200
commune,35281,2024,60,21,,support insuffisant : 60 < 200
commune,35282,2024,9,4,,support insuffisant : 9 < 200
commune,35283,2024,16,8,,support insuffisant : 16 < 200
commune,35284,2024,29,16,,support insuffisant : 29 < 200
commune,35285,2024,1,1,,support insuffisant : 1 < 200
commune,35286,2024,2,0,,support insuffisant : 2 < 200
commune,35287,2024,48,23,,support insuffisant : 48 < 200
commune,35288,2024,658,210,31.9,
commune,35289,2024,8,2,,support insuffisant : 8 < 200
commune,35290,2024,4,2,,support insuffisant : 4 < 200
commune,35291,2024,4,0,,support insuffisant : 4 < 200
commune,35292,2024,18,8,,support insuffisant : 18 < 200
commune,35294,2024,18,4,,support insuffisant : 18 < 200
commune,35295,2024,3,0,,support insuffisant : 3 < 200
commune,35296,2024,11,3,,support insuffisant : 11 < 200
commune,35297,2024,57,24,,support insuffisant : 57 < 200
commune,35299,2024,51,15,,support insuffisant : 51 < 200
commune,35300,2024,8,4,,support insuffisant : 8 < 200
commune,35302,2024,14,5,,support insuffisant : 14 < 200
commune,35304,2024,13,3,,support insuffisant : 13 < 200
commune,35305,2024,4,2,,support insuffisant : 4 < 200
commune,35306,2024,10,5,,support insuffisant : 10 < 200
commune,35307,2024,5,1,,support insuffisant : 5 < 200
commune,35308,2024,28,4,,support insuffisant : 28 < 200
commune,35309,2024,7,6,,support insuffisant : 7 < 200
commune,35310,2024,10,5,,support insuffisant : 10 < 200
commune,35311,2024,7,0,,support insuffisant : 7 < 200
commune,35312,2024,12,6,,support insuffisant : 12 < 200
commune,35314,2024,15,8,,support insuffisant : 15 < 200
commune,35315,2024,9,5,,support insuffisant : 9 < 200
commune,35316,2024,7,2,,support insuffisant : 7 < 200
commune,35317,2024,3,2,,support insuffisant : 3 < 200
commune,35318,2024,7,2,,support insuffisant : 7 < 200
commune,35319,2024,14,5,,support insuffisant : 14 < 200
commune,35321,2024,6,1,,support insuffisant : 6 < 200
commune,35322,2024,10,4,,support insuffisant : 10 < 200
commune,35324,2024,12,4,,support insuffisant : 12 < 200
commune,35325,2024,1,1,,support insuffisant : 1 < 200
commune,35326,2024,24,7,,support insuffisant : 24 < 200
commune,35327,2024,44,15,,support insuffisant : 44 < 200
commune,35328,2024,21,5,,support insuffisant : 21 < 200
commune,35329,2024,9,3,,support insuffisant : 9 < 200
commune,35330,2024,8,4,,support insuffisant : 8 < 200
commune,35331,2024,26,8,,support insuffisant : 26 < 200
commune,35332,2024,11,5,,support insuffisant : 11 < 200
commune,35333,2024,19,8,,support insuffisant : 19 < 200
commune,35334,2024,87,37,,support insuffisant : 87 < 200
commune,35335,2024,12,3,,support insuffisant : 12 < 200
commune,35336,2024,2,0,,support insuffisant : 2 < 200
commune,35337,2024,39,12,,support insuffisant : 39 < 200
commune,35338,2024,18,6,,support insuffisant : 18 < 200
commune,35339,2024,8,1,,support insuffisant : 8 < 200
commune,35340,2024,6,3,,support insuffisant : 6 < 200
commune,35342,2024,3,1,,support insuffisant : 3 < 200
commune,35343,2024,14,5,,support insuffisant : 14 < 200
commune,35345,2024,4,0,,support insuffisant : 4 < 200
commune,35346,2024,1,0,,support insuffisant : 1 < 200
commune,35347,2024,26,12,,support insuffisant : 26 < 200
commune,35350,2024,16,7,,support insuffisant : 16 < 200
commune,35351,2024,12,4,,support insuffisant : 12 < 200
commune,35352,2024,63,22,,support insuffisant : 63 < 200
commune,35353,2024,81,33,,support insuffisant : 81 < 200
commune,35354,2024,2,2,,support insuffisant : 2 < 200
commune,35355,2024,7,4,,support insuffisant : 7 < 200
commune,35356,2024,22,13,,support insuffisant : 22 < 200
commune,35357,2024,3,2,,support insuffisant : 3 < 200
commune,35358,2024,16,6,,support insuffisant : 16 < 200
commune,35359,2024,9,2,,support insuffisant : 9 < 200
commune,35360,2024,228,73,32.0,
commune,35361,2024,19,7,,support insuffisant : 19 < 200
commune,35362,2024,8,3,,support insuffisant : 8 < 200
commune,35363,2024,45,21,,support insuffisant : 45 < 200
